gate_mode,sampling_fps,n,avg_wall_ms,p50_wall_ms,p99_wall_ms,p50_clip_ms,p50_offload_ms,p50_xfer_gate_ms,p50_gate_comp_ms,p50_mamba_ms,p50_trans_ms,sustainable_fps_est
cpu,1,20,1644.2854274995625,1842.848346568644,1933.780821878463,14.688033610582352,0.4203207790851593,0.0,1826.0439718142152,1764.9646811187267,60.43475121259689,0.5426382490246606
cpu,32,20,1488.3818173781037,1701.254560612142,1768.9706587605178,14.655526727437973,0.4376973956823349,0.0,1678.3360559493303,1612.1833873912692,58.72053932398558,0.5878015102220693
cpu,64,20,1535.9748314134777,1714.7569805383682,1847.1875759586692,15.196981839835644,0.44863950461149216,0.0,1692.5399545580149,1625.5509434267879,58.55065397918224,0.5831730159722331
