gate_mode,sampling_fps,frame_id,cls_pred,wall_ms,clip_ms,offload_ms,xfer_gate_ms,gate_comp_ms,mamba_ms,trans_ms
cpu,1,120,0,869.9196148663759,14.649393036961555,3.88232059776783,0.0,850.704912096262,791.3468163460493,54.81389723718166
cpu,1,150,0,1121.3133931159973,14.648020267486572,0.42138248682022095,0.0,1105.5303793400526,1042.971944436431,58.249663561582565
cpu,1,180,0,1141.631005331874,14.702297747135162,3.8825348019599915,0.0,1122.3205775022507,1057.9179003834724,56.477539241313934
cpu,1,210,0,1272.3720390349627,14.606716111302376,0.4208814352750778,0.0,1256.5673049539328,1191.9697374105453,63.407909125089645
cpu,1,240,0,1293.32909360528,15.518845990300179,0.436391681432724,0.0,1276.6190357506275,1206.6982220858335,68.75223852694035
cpu,1,270,0,1594.38032284379,15.634465962648392,3.7692487239837646,0.0,1574.2193888872862,1506.5171644091606,66.38544052839279
cpu,1,300,0,1619.8575478047132,16.59029722213745,0.4197601228952408,0.0,1602.0423360168934,1536.4617723971605,60.732923448085785
cpu,1,330,0,1590.5745849013329,11.521967127919197,4.0040165185928345,0.0,1574.2288921028376,1503.7491843104362,65.07601588964462
cpu,1,360,0,1629.8121213912964,14.673769474029541,0.3973245620727539,0.0,1613.8916555792093,1538.8757903128862,73.59902746975422
cpu,1,390,0,1936.3187439739704,11.578697711229324,3.9284825325012207,0.0,1919.965073466301,1850.4319060593843,68.08694824576378
cpu,1,420,0,1922.9612592607737,14.63884674012661,3.6169327795505524,0.0,1903.8459118455648,1828.2498326152563,71.14415988326073
cpu,1,450,0,1877.0304471254349,11.45174540579319,4.003709182143211,0.0,1860.6688864529133,1787.3832881450653,68.01927275955677
cpu,1,480,0,1863.3488956838846,14.920098707079887,0.40858425199985504,0.0,1847.1047803759575,1777.5739394128323,67.94236600399017
cpu,1,510,0,1841.379752382636,14.578070491552353,0.38885511457920074,0.0,1825.441187247634,1763.7844793498516,60.136578977108
cpu,1,540,0,1888.4861562401056,13.74017633497715,0.40052086114883423,0.0,1864.4230645149946,1801.694955676794,57.443736121058464
cpu,1,570,0,1844.316940754652,15.618262812495232,0.3936588764190674,0.0,1826.6467563807964,1766.1448828876019,55.023688822984695
cpu,1,600,0,1892.2960422933102,15.654943883419037,0.38922764360904694,0.0,1875.239411368966,1815.4763765633106,58.208489790558815
cpu,1,630,0,1914.0801448374987,15.59019647538662,0.3916323184967041,0.0,1888.1307654082775,1824.5639093220234,58.35878849029541
cpu,1,660,0,1850.880429148674,15.657128766179085,0.400712713599205,0.0,1832.9440876841545,1772.8235479444265,58.62918309867382
cpu,1,690,0,1921.4200153946877,15.53875207901001,0.3996826708316803,0.0,1904.4315610080957,1840.8120777457952,58.68368409574032
cpu,32,4,0,719.802999868989,19.693102687597275,0.4129074513912201,0.0,699.0340743213892,644.8060143738985,53.220780566334724
cpu,32,5,0,823.8889295607805,14.753339812159538,2.267751842737198,0.0,806.1748798936605,753.4136697649956,48.16427268087864
cpu,32,6,0,957.7473513782024,15.596650540828705,0.4403796046972275,0.0,941.0112667828798,884.0647023171186,52.0835742354393
cpu,32,7,0,1105.233198031783,11.583477258682251,3.953000530600548,0.0,1088.9528095722198,1034.1186448931694,50.13520084321499
cpu,32,8,0,1191.8464992195368,14.664936810731888,0.4310663789510727,0.0,1176.0013047605753,1118.9684960991144,55.75622618198395
cpu,32,9,0,1412.2730810195208,11.408280581235886,0.4593338817358017,0.0,1395.5963868647814,1340.0985933840275,54.21236902475357
cpu,32,10,0,1516.0958524793386,15.71260392665863,0.42640604078769684,0.0,1499.1571698337793,1436.8413798511028,61.05159409344196
cpu,32,11,0,1479.617040604353,15.627948567271233,0.4350151866674423,0.0,1462.752690538764,1399.3796613067389,61.9721170514822
cpu,32,12,0,1487.3689413070679,9.353578090667725,6.402943283319473,0.0,1470.7334581762552,1413.1559915840626,56.15258030593395
cpu,32,13,0,1710.8693420886993,14.622241258621216,4.40383143723011,0.0,1690.9959018230438,1627.443252131343,62.064431607723236
cpu,32,14,0,1753.8704555481672,11.593814939260483,3.941616043448448,0.0,1737.4574020504951,1673.3800675719976,62.527960166335106
cpu,32,15,0,1722.4655039608479,14.558758586645126,0.41584111750125885,0.0,1706.6036462783813,1634.486360475421,63.49327228963375
cpu,32,16,0,1703.1089551746845,14.579683542251587,0.42936764657497406,0.0,1687.168886885047,1628.3251754939556,57.2922732681036
cpu,32,17,0,1699.4001660495996,11.423047631978989,8.327258750796318,0.0,1670.9458362311125,1610.357291996479,58.911118656396866
cpu,32,18,0,1718.8112828880548,14.646116644144058,4.438659176230431,0.0,1698.109656572342,1629.5034177601337,67.05139763653278
cpu,32,19,0,1759.3146357685328,17.80213601887226,0.4316307604312897,0.0,1740.0799710303545,1676.0052405297756,58.52995999157429
cpu,32,20,0,1768.0588848888874,15.724372118711472,0.41849352419376373,0.0,1750.900374725461,1686.0642936080694,59.25311520695686
cpu,32,21,0,1755.7268273085356,16.78698882460594,0.4089195281267166,0.0,1729.1215658187866,1672.579150646925,55.02762272953987
cpu,32,22,0,1769.1845316439867,15.761276707053185,0.4164949059486389,0.0,1751.2552551925182,1683.5439037531614,64.81074541807175
cpu,32,23,0,1712.9518687725067,11.432651430368423,4.360930994153023,0.0,1685.7262756675482,1614.0094827860594,66.53828546404839
cpu,64,4,0,680.6567125022411,13.779008761048317,3.7361551076173782,0.0,662.4394990503788,610.1196296513081,47.57533222436905
cpu,64,5,0,914.8701522499323,14.691071584820747,3.4985262900590897,0.0,895.9706053137779,842.1570118516684,52.81274765729904
