gate_mode,sampling_fps,frame_id,cls_pred,wall_ms,clip_ms,offload_ms,xfer_gate_ms,gate_comp_ms,mamba_ms,trans_ms
gpu,64,2,0,80.81063255667686,18.312998116016388,0.0,0.0,61.95496395230293,53.351735696196556,7.964937016367912
gpu,64,3,0,4556.510953232646,14.677967876195908,0.0,0.0,4541.252914816141,71.50832563638687,4469.0525233745575
gpu,64,4,0,86.8463721126318,19.890781491994858,0.0,0.0,66.41114130616188,54.918183013796806,6.701728329062462
gpu,64,5,0,96.11628763377666,15.902169048786163,0.0,0.0,79.66188713908195,68.15505214035511,6.696529686450958
gpu,64,6,0,79.7111950814724,14.673113822937012,0.0,0.0,64.50305692851543,56.082576513290405,7.659699767827988
gpu,64,7,0,89.79544043540955,14.729857444763184,0.0,0.0,74.48478601872921,69.75632347166538,3.9423666894435883
gpu,64,8,0,88.74469995498657,18.845079466700554,0.0,0.0,69.34518739581108,54.716749116778374,13.807825744152069
gpu,64,9,0,95.15940211713314,14.883197844028473,0.0,0.0,79.7512661665678,70.92961296439171,7.9485587775707245
gpu,64,10,0,4779.42456305027,10.538769885897636,0.0,0.0,4765.275023877621,57.748328894376755,4706.56574331224
gpu,64,11,0,105.72834685444832,20.921804010868073,0.0,0.0,84.27777513861656,76.01756602525711,7.3364898562431335
gpu,64,12,0,88.1345383822918,14.774283394217491,0.0,0.0,72.83026352524757,64.17954340577126,7.646180689334869
gpu,64,13,0,95.18445283174515,15.665939077734947,0.0,0.0,78.98645289242268,70.60769945383072,7.382949814200401
cpu,64,2,0,627.7981456369162,13.973040506243706,0.3451108932495117,0.0,608.7803598493338,564.350251108408,43.74103620648384
cpu,64,3,0,674.2498334497213,13.907035812735558,0.3125537186861038,0.0,655.29471822083,611.4581469446421,43.07174123823643
cpu,64,4,0,692.5766933709383,13.669846579432487,0.3171749413013458,0.0,677.8500787913799,632.2412919253111,44.84869912266731
cpu,64,5,0,907.4979070574045,18.791604787111282,0.30641816556453705,0.0,887.6806199550629,843.025891110301,43.87599229812622
cpu,64,6,0,934.0100698173046,11.643588542938232,0.3372654318809509,0.0,917.3083882778883,870.1650481671095,46.35174572467804
cpu,64,7,0,1062.0842762291431,10.992243885993958,0.285932794213295,0.0,1050.084536895156,1002.866955474019,46.34738527238369
cpu,64,8,0,1126.1862721294165,15.793681144714355,0.2909395843744278,0.0,1109.3873511999846,1057.658838108182,50.89935660362244
cpu,64,9,0,1390.2544975280762,14.79308307170868,0.29091350734233856,0.0,1374.425807967782,1324.235949665308,49.33469183743
cpu,64,10,0,1455.3635716438293,14.888150617480278,0.2859830856323242,0.0,1439.4318014383316,1384.722163900733,45.7951296120882
cpu,64,11,0,1438.9123879373074,17.821142449975014,0.2854391932487488,0.0,1420.0566597282887,1366.9185247272253,49.15102943778038
cpu,64,12,0,1452.7887012809515,11.653373017907143,4.367109388113022,0.0,1435.9896332025528,1386.6136744618416,48.47084917128086
cpu,64,13,0,1686.970992013812,19.76585201919079,0.33102743327617645,0.0,1666.1169119179249,1615.273006260395,49.895863980054855
