gate_mode,sampling_fps,frame_id,cls_pred,wall_ms,clip_ms,offload_ms,xfer_gate_ms,gate_comp_ms,mamba_ms,trans_ms
cpu,1,120,0,654.1436295956373,7.231596857309341,1.394936814904213,0.0,629.1190087795258,0.0,0.0
cpu,1,150,0,803.0689675360918,7.3198601603508,2.306319773197174,0.0,780.0382133573294,0.0,0.0
cpu,1,180,0,870.0841553509235,7.3248278349637985,3.3136513084173203,0.0,844.0615199506283,0.0,0.0
cpu,1,210,0,979.0966548025608,7.293883711099625,4.292787984013557,0.0,953.0262686312199,0.0,0.0
cpu,1,240,0,1092.0184422284365,7.287807762622833,4.262436181306839,0.0,1065.0450438261032,0.0,0.0
cpu,1,270,0,1306.0881793498993,7.297065109014511,4.343580454587936,0.0,1279.0357917547226,0.0,0.0
cpu,1,300,0,1382.0446636527777,7.365288212895393,5.7434383779764175,0.0,1354.9874890595675,0.0,0.0
cpu,1,330,0,1370.1037988066673,7.337480783462524,5.247229710221291,0.0,1340.057447552681,0.0,0.0
cpu,1,360,0,1392.0347560197115,7.309440523386002,4.321888089179993,0.0,1364.9827558547258,0.0,0.0
cpu,1,390,0,1666.054716333747,7.290888577699661,4.333671182394028,0.0,1640.0223169475794,0.0,0.0
cpu,32,4,0,540.0684420019388,7.348809391260147,4.292475059628487,0.0,514.0204932540655,0.0,0.0
cpu,32,5,0,678.0907027423382,7.378950715065002,4.253853112459183,0.0,649.0571964532137,0.0,0.0
cpu,32,6,0,794.1030375659466,7.342766970396042,4.297848790884018,0.0,768.0610660463572,0.0,0.0
cpu,32,7,0,975.119773298502,7.372459396719933,9.663021191954613,0.0,946.0506923496723,0.0,0.0
cpu,32,8,0,1067.093240097165,7.377615198493004,4.261743277311325,0.0,1041.0439353436232,0.0,0.0
cpu,32,9,0,1269.0794710069895,7.346831262111664,5.2936263382434845,0.0,1241.021828725934,0.0,0.0
cpu,32,10,0,1345.1147731393576,7.405249401926994,7.178371772170067,0.0,1316.0714767873287,0.0,0.0
cpu,32,11,0,1325.132442638278,7.350113242864609,8.246475830674171,0.0,1296.0529047995806,0.0,0.0
cpu,32,12,0,1355.1558461040258,7.35129602253437,7.215028628706932,0.0,1327.1161001175642,0.0,0.0
cpu,32,13,0,1631.1186961829662,7.393954321742058,5.244042724370956,0.0,1603.0187234282494,0.0,0.0
cpu,64,4,0,536.11752204597,7.408937439322472,4.232073202729225,0.0,511.0379122197628,0.0,0.0
cpu,64,5,0,677.0951747894287,7.40685872733593,7.193109020590782,0.0,650.048641487956,0.0,0.0
cpu,64,6,0,816.0679377615452,7.371742278337479,4.266995936632156,0.0,787.0362158864737,0.0,0.0
cpu,64,7,0,951.0234650224447,7.3561836034059525,4.238134250044823,0.0,925.0293169170618,0.0,0.0
cpu,64,8,0,1066.0871118307114,7.514268159866333,4.130158573389053,0.0,1040.035305544734,0.0,0.0
cpu,64,9,0,1283.0793987959623,7.358347997069359,8.237050846219063,0.0,1252.0372234284878,0.0,0.0
cpu,64,10,0,1339.0818145126104,7.416976615786552,4.233691841363907,0.0,1310.0277502089739,0.0,0.0
cpu,64,11,0,1289.0767008066177,7.487675175070763,4.161519929766655,0.0,1263.0236484110355,0.0,0.0
cpu,64,12,0,1375.0565014779568,7.462693378329277,4.172682762145996,0.0,1348.0008244514465,0.0,0.0
cpu,64,13,0,1632.0773679763079,7.337752729654312,4.301087930798531,0.0,1606.0353014618158,0.0,0.0
