gate_mode,sampling_fps,n,avg_wall_ms,p50_wall_ms,p99_wall_ms,p50_clip_ms,p50_offload_ms,p50_xfer_gate_ms,p50_gate_comp_ms,p50_mamba_ms,p50_trans_ms,sustainable_fps_est
cpu,1,10,1151.4737963676453,1199.0533107891679,1641.3929199054837,7.303252816200256,4.307338036596775,0.0,1172.040417790413,0.0,0.0,0.8339912754519988
cpu,32,10,1098.0076424777508,1168.0863555520773,1606.2820396758616,7.3618777096271515,5.2688345313072205,0.0,1141.0328820347786,0.0,0.0,0.856101088114642
cpu,64,10,1096.4762995019555,1174.5832553133368,1608.9454899914563,7.407898083329201,4.235913045704365,0.0,1146.036264486611,0.0,0.0,0.851365789080005
