gate_mode,sampling_fps,n,avg_wall_ms,p50_wall_ms,p99_wall_ms,p50_clip_ms,p50_offload_ms,p50_xfer_gate_ms,p50_gate_comp_ms,p50_mamba_ms,p50_trans_ms,sustainable_fps_est
cpu,64,5,652.9605936259031,638.9194466173649,827.6371569931507,14.61995393037796,0.33357739448547363,0.0,618.2057522237301,571.3523495942354,43.655771762132645,1.5651425313383496
