gate_mode,sampling_fps,frame_id,cls_pred,wall_ms,clip_ms,offload_ms,xfer_gate_ms,gate_comp_ms,mamba_ms,trans_ms
cpu,1,120,0,786.1339878290892,11.635133996605873,0.3004521131515503,0.0,769.5254795253277,722.6627636700869,46.07390984892845
cpu,1,150,0,1003.1091645359993,16.778357326984406,0.2748500555753708,0.0,985.3953067213297,944.9697006493807,39.53702189028263
cpu,1,180,0,1045.3121196478605,14.2328180372715,0.34676678478717804,0.0,1030.0752520561218,978.4388355910778,50.71605369448662
cpu,1,210,0,1179.2421005666256,15.666395425796509,0.3045033663511276,0.0,1162.57912106812,1110.591197386384,50.992900505661964
cpu,1,240,0,1138.454906642437,15.755491331219673,0.32579340040683746,0.0,1121.682045981288,1081.3445057719946,39.362696930766106
cpu,1,270,0,1141.4826288819313,14.730734750628471,0.3398880362510681,0.0,1125.7295049726963,1081.2353435903788,39.50377553701401
cpu,1,300,0,1149.268178269267,14.89885151386261,0.34410320222377777,0.0,1133.3282254636288,1090.8340401947498,41.571082547307014
cpu,1,330,0,1146.043874323368,16.713647171854973,0.3257766366004944,0.0,1128.31312417984,1088.1124902516603,39.32883031666279
cpu,1,360,0,1144.0872587263584,17.7682563662529,0.3072507679462433,0.0,1125.305151566863,1089.1100596636534,35.32632812857628
cpu,1,390,0,1140.1364598423243,11.511318385601044,4.366755485534668,0.0,1123.5370617359877,1083.3484679460526,39.37492147088051
cpu,1,420,0,1138.6022418737411,15.721870586276054,0.32882578670978546,0.0,1121.3058941066265,1083.454241976142,37.08149679005146
cpu,1,450,0,1145.9110453724861,14.674434438347816,0.3253035247325897,0.0,1125.6453841924667,1085.3073801845312,39.573244750499725
cpu,1,480,0,1136.2988166511059,15.762895345687866,0.32715126872062683,0.0,1118.440056219697,1082.5867000967264,35.07320582866669
cpu,1,510,0,1140.9571785479784,17.913736402988434,0.32621435821056366,0.0,1121.834047138691,1082.282716408372,38.78124617040157
cpu,1,540,0,1139.8941818624735,14.714691787958145,0.32934732735157013,0.0,1119.95530128479,1079.96048592031,39.24017585813999
cpu,1,570,0,1137.909585610032,14.805618673563004,0.3404691815376282,0.0,1121.0020873695612,1085.0569866597652,35.17811931669712
cpu,1,600,0,1133.8217202574015,13.779712840914726,0.3248080611228943,0.0,1118.8064515590668,1079.475736245513,38.557201623916626
cpu,1,630,0,1140.649849548936,11.686675250530243,0.3526005893945694,0.0,1127.6953089982271,1087.5001959502697,39.437251165509224
cpu,1,660,0,1150.570947676897,18.875233829021454,0.3362484276294708,0.0,1129.5783314853907,1089.5763132721186,39.24000635743141
cpu,1,690,0,1137.1659226715565,11.690163984894753,4.359059035778046,0.0,1120.1718468219042,1079.1999530047178,40.21225497126579
cpu,32,4,0,629.9092285335064,14.776935800909996,0.3303196281194687,0.0,610.1470571011305,570.9598530083895,38.421258330345154
cpu,32,5,0,822.5410971790552,11.726221069693565,0.3025587648153305,0.0,809.8695538938046,770.0540162622929,34.93326157331467
cpu,32,6,0,901.9662849605083,14.717593789100647,0.3114696592092514,0.0,886.2904570996761,847.0757920295,38.338759914040565
cpu,32,7,0,1097.4218714982271,18.781114369630814,0.3213491290807724,0.0,1077.6631329208612,1036.2665224820375,40.468521416187286
cpu,32,8,0,1094.315892085433,18.16030964255333,0.3558266907930374,0.0,1071.0931606590748,1031.4668491482735,34.64483842253685
cpu,32,9,0,1076.7528340220451,15.77010564506054,4.340995103120804,0.0,1055.9469368308783,1015.5994277447462,35.3703610599041
cpu,32,10,0,1087.4966569244862,14.892926439642906,0.3168229013681412,0.0,1071.5925265103579,1031.3846860080957,39.26794230937958
cpu,32,11,0,1073.6542642116547,18.73667910695076,0.309506431221962,0.0,1053.9020597934723,1013.6597994714975,35.25068238377571
cpu,32,12,0,1073.0176158249378,14.833008870482445,0.29770471155643463,0.0,1053.1639270484447,1015.089238062501,37.211598828434944
cpu,32,13,0,1080.846095457673,11.697504669427872,0.33260881900787354,0.0,1068.094240501523,1025.2231806516647,38.04866783320904
cpu,32,14,0,1084.8878230899572,17.867179587483406,0.321926549077034,0.0,1065.4251109808683,1021.3967394083738,39.22050632536411
cpu,32,15,0,1082.8228276222944,14.710862189531326,0.31892769038677216,0.0,1062.4787397682667,1021.5704143047333,39.10719230771065
cpu,32,16,0,1074.5127759873867,15.59123583137989,0.3161206841468811,0.0,1056.8450670689344,1016.7138185352087,39.37280364334583
cpu,32,17,0,1066.007697954774,15.802236273884773,0.3084726631641388,0.0,1045.0635813176632,1004.6582538634539,39.58556987345219
cpu,32,18,0,1070.037867873907,16.823595389723778,0.32910704612731934,0.0,1051.9448667764664,1011.8382144719362,39.3279604613781
cpu,32,19,0,1081.7870628088713,14.758724719285965,0.30667148530483246,0.0,1060.9700214117765,1017.8744364529848,42.345376685261726
cpu,32,20,0,1077.3083232343197,18.801065161824226,0.3557540476322174,0.0,1057.246781885624,1018.1000735610723,34.36090797185898
cpu,32,21,0,1068.5239434242249,14.71005380153656,0.30763261020183563,0.0,1052.587429061532,1008.474376052618,43.3663297444582
cpu,32,22,0,1066.8267570436,15.09065181016922,0.30730292201042175,0.0,1049.7038681060076,1009.565208107233,39.3607784062624
cpu,32,23,0,1074.2720644921064,19.726114347577095,0.3094524145126343,0.0,1053.305758163333,1015.7759953290224,36.760488525033
cpu,64,4,0,616.7201306670904,11.779194697737694,0.33367983996868134,0.0,603.9681974798441,565.7214857637882,37.48700954020023
cpu,64,5,0,815.8859144896269,19.923755899071693,0.3089122474193573,0.0,794.9929144233465,756.584269925952,37.56552375853062
