k_requested,k_avail,k_actual,xfer_k_bytes,rep,step_idx,wall_ms,cuda_event_ms,gate_ms,decode_gpu_ms,num_new_tokens,tok_per_s,decode_ratio,nvml_gpu_util,nvml_mem_util,cls_pred,text_len
256,5577,256,2097152,1,81,2463.6567,2463.6362,533.2084,1925.8271,0,0.000000,0.781695,,,1,209
256,5577,256,2097152,1,82,6687.8303,6687.8198,1151.9273,5531.2500,0,0.000000,0.827062,,,1,209
256,5577,256,2097152,1,83,7061.4815,7061.4619,1410.9340,5645.5796,0,0.000000,0.799489,,,1,209
256,5577,256,2097152,1,84,2500.0593,2500.0325,742.0004,1752.9735,0,0.000000,0.701173,,,1,209
256,5577,256,2097152,1,85,2258.1335,2258.1111,479.5003,1773.5317,0,0.000000,0.785397,,,1,209
256,5577,256,2097152,1,86,2211.0521,2211.0291,395.6523,1810.1516,0,0.000000,0.818683,,,1,209
256,5577,256,2097152,1,87,2336.3798,2336.3562,441.7988,1889.0463,0,0.000000,0.808536,,,1,209
256,5577,256,2097152,1,88,2446.8730,2446.8521,467.6511,1973.4755,0,0.000000,0.806530,,,1,209
256,5577,256,2097152,1,89,2478.0726,2478.0500,480.7711,1991.4938,0,0.000000,0.803646,,,1,209
256,5577,256,2097152,1,90,2569.3660,2569.3447,517.9482,2045.4407,0,0.000000,0.796088,,,1,209
256,5577,256,2097152,1,91,2634.7995,2634.7798,533.6539,2095.0432,0,0.000000,0.795143,,,1,209
256,5577,256,2097152,1,92,2718.3320,2718.3110,558.6080,2153.5171,0,0.000000,0.792220,,,1,209
256,5577,256,2097152,1,93,2748.9502,2748.9304,555.6771,2186.8057,0,0.000000,0.795506,,,1,209
256,5577,256,2097152,1,94,2829.4030,2829.3823,559.5326,2263.3130,0,0.000000,0.799926,,,1,209
256,5577,256,2097152,1,95,3027.0273,3027.0068,614.6058,2405.6660,0,0.000000,0.794729,,,1,209
256,5577,256,2097152,2,64,1479.7985,1479.7620,381.4948,1097.1998,0,0.000000,0.741452,,,1,131
256,5577,256,2097152,2,65,1579.3426,1579.3186,538.6087,1039.3450,0,0.000000,0.658087,,,1,131
256,5577,256,2097152,2,66,2040.0038,2039.9814,431.5194,1606.5845,0,0.000000,0.787540,,,1,209
256,5577,256,2097152,2,67,2162.5845,2162.5613,495.7538,1664.7067,0,0.000000,0.769776,,,1,209
256,5577,256,2097152,2,68,2191.3451,2191.3237,509.3999,1679.6451,0,0.000000,0.766490,,,1,209
256,5577,256,2097152,2,69,2214.0611,2214.0381,514.4258,1697.2069,0,0.000000,0.766558,,,1,209
256,5577,256,2097152,2,70,2243.4074,2243.3857,528.9757,1711.7994,0,0.000000,0.763035,,,1,209
256,5577,256,2097152,2,71,2259.9475,2259.9255,520.7198,1736.4039,0,0.000000,0.768338,,,1,209
256,5577,256,2097152,2,72,2264.9226,2264.9016,516.6050,1745.3682,0,0.000000,0.770608,,,1,209
256,5577,256,2097152,2,73,2281.0385,2281.0168,517.4124,1760.4675,0,0.000000,0.771783,,,1,209
256,5577,256,2097152,2,74,2311.2218,2311.2017,526.0615,1781.8873,0,0.000000,0.770972,,,1,209
256,5577,256,2097152,2,75,2349.8993,2349.8784,522.9766,1823.4008,0,0.000000,0.775948,,,1,209
256,5577,256,2097152,2,76,2384.8666,2384.8472,537.3157,1843.9440,0,0.000000,0.773185,,,1,209
256,5577,256,2097152,2,77,2254.0030,2253.9827,446.5323,1803.6405,0,0.000000,0.800194,,,1,209
256,5577,256,2097152,2,78,2518.6868,2518.6660,573.6699,1941.0834,0,0.000000,0.770673,,,1,209
256,5577,256,2097152,2,79,2759.1707,2759.1519,654.8960,2100.1514,0,0.000000,0.761153,,,1,209
256,5577,256,2097152,2,80,2626.8743,2626.8552,597.1326,2025.4636,0,0.000000,0.771055,,,1,209
256,5577,256,2097152,2,81,2634.0008,2633.9812,601.9978,2027.5131,0,0.000000,0.769747,,,1,209
256,5577,256,2097152,2,82,2623.1054,2623.0867,592.8186,2025.6333,0,0.000000,0.772227,,,1,209
256,5577,256,2097152,2,83,2632.4550,2632.4373,582.6790,2044.9976,0,0.000000,0.776840,,,1,209
256,5577,256,2097152,2,84,2647.3402,2647.3210,586.4676,2055.9333,0,0.000000,0.776603,,,1,209
256,5577,256,2097152,2,85,2707.9789,2707.9604,602.1061,2100.7786,0,0.000000,0.775774,,,1,209
256,5577,256,2097152,2,86,2710.5499,2710.5308,602.9940,2102.2922,0,0.000000,0.775596,,,1,209
256,5577,256,2097152,2,87,2626.5000,2626.4805,552.7437,2068.3506,0,0.000000,0.787493,,,1,209
256,5577,256,2097152,2,88,2810.6033,2810.5845,595.3281,2209.7061,0,0.000000,0.786203,,,1,209
256,5577,256,2097152,2,89,3053.4252,3053.4058,667.7503,2379.9143,0,0.000000,0.779424,,,1,209
256,5577,256,2097152,2,90,3142.1525,3142.1345,672.8988,2463.2825,0,0.000000,0.783947,,,1,209
256,5577,256,2097152,2,91,3212.4319,3212.4114,699.5094,2506.7600,0,0.000000,0.780331,,,1,209
256,5577,256,2097152,2,92,3373.8148,3373.7971,720.8002,2646.7986,0,0.000000,0.784512,,,1,209
256,5577,256,2097152,2,93,3421.9387,3421.9194,738.4718,2677.0930,0,0.000000,0.782332,,,1,209
256,5577,256,2097152,2,94,3393.3827,3393.3608,718.8434,2667.9158,0,0.000000,0.786211,,,1,209
256,5577,256,2097152,2,95,3425.3261,3425.3064,718.5965,2699.8855,0,0.000000,0.788213,,,1,209
512,5577,512,4194304,0,64,2109.6790,2109.6348,452.5260,1655.4729,0,0.000000,0.784704,,,1,253
512,5577,512,4194304,0,65,1634.3095,1634.2883,466.8329,1165.6122,0,0.000000,0.713214,,,1,174
512,5577,512,4194304,0,66,1647.1355,1647.1111,462.7270,1182.2739,0,0.000000,0.717776,,,1,174
512,5577,512,4194304,0,67,1748.2315,1748.2102,527.4436,1218.2946,0,0.000000,0.696873,,,1,174
512,5577,512,4194304,0,68,1767.2499,1767.2289,533.3659,1231.8705,0,0.000000,0.697055,,,1,174
512,5577,512,4194304,0,69,2407.9498,2407.9292,578.7844,1826.6499,0,0.000000,0.758591,,,1,258
512,5577,512,4194304,0,70,2398.4171,2398.3962,573.0124,1822.5725,0,0.000000,0.759906,,,1,258
512,5577,512,4194304,0,71,1899.7390,1899.7170,567.1877,1329.8567,0,0.000000,0.700021,,,1,174
512,5577,512,4194304,0,72,1912.2707,1912.2495,570.3084,1338.9757,0,0.000000,0.700202,,,1,174
512,5577,512,4194304,0,73,4967.4122,4967.3970,1096.8635,3867.3330,0,0.000000,0.778541,,,1,258
512,5577,512,4194304,0,74,3931.9913,3931.9709,1263.4917,2665.3494,0,0.000000,0.677862,,,1,174
512,5577,512,4194304,0,75,4642.6357,4642.6167,1198.7419,3440.3337,0,0.000000,0.741030,,,1,258
512,5577,512,4194304,0,76,4307.1857,4307.1641,1136.5295,3166.8440,0,0.000000,0.735247,,,1,258
512,5577,512,4194304,0,77,2775.8361,2775.8125,1051.3054,1720.5894,0,0.000000,0.619845,,,1,258
512,5577,512,4194304,0,78,2205.0413,2205.0176,417.7878,1783.1461,0,0.000000,0.808668,,,1,258
512,5577,512,4194304,0,79,2191.0024,2190.9783,410.2862,1776.3735,0,0.000000,0.810758,,,1,258
512,5577,512,4194304,0,80,2268.8053,2268.7822,437.7153,1826.5548,0,0.000000,0.805073,,,1,258
512,5577,512,4194304,0,81,2366.5185,2366.4963,470.4416,1891.3502,0,0.000000,0.799212,,,1,258
512,5577,512,4194304,0,82,2471.0598,2471.0383,516.7271,1949.4272,0,0.000000,0.788903,,,1,258
512,5577,512,4194304,0,83,2484.7225,2484.7017,507.4748,1972.1001,0,0.000000,0.793690,,,1,258
512,5577,512,4194304,0,84,2372.3974,2372.3750,441.2597,1925.8027,0,0.000000,0.811754,,,1,258
512,5577,512,4194304,0,85,2522.4492,2522.4294,513.8476,2003.0446,0,0.000000,0.794087,,,1,258
512,5577,512,4194304,0,86,2577.5822,2577.5620,522.2998,2049.5798,0,0.000000,0.795156,,,1,258
512,5577,512,4194304,0,87,2769.4805,2769.4614,540.6949,2222.8843,0,0.000000,0.802636,,,1,258
512,5577,512,4194304,0,88,4883.7580,4883.7427,1049.5138,3828.1423,0,0.000000,0.783852,,,1,258
512,5577,512,4194304,0,89,4715.6272,4715.6089,1081.4240,3627.8870,0,0.000000,0.769333,,,1,258
512,5577,512,4194304,0,90,4521.1412,4521.1216,1025.0579,3489.5217,0,0.000000,0.771823,,,1,258
512,5577,512,4194304,0,91,3186.3578,3186.3337,937.4915,2242.1055,0,0.000000,0.703658,,,1,258
512,5577,512,4194304,0,92,2476.8693,2476.8462,436.0968,2033.7574,0,0.000000,0.821100,,,1,258
512,5577,512,4194304,0,93,2519.3293,2519.3066,460.8890,2051.3589,0,0.000000,0.814248,,,1,258
512,5577,512,4194304,0,94,2755.6104,2755.5872,546.1318,2202.1562,0,0.000000,0.799154,,,1,258
512,5577,512,4194304,0,95,2756.5864,2756.5642,531.9765,2217.1050,0,0.000000,0.804294,,,1,258
512,5577,512,4194304,1,64,2205.8332,2205.7974,508.8189,1695.5197,0,0.000000,0.768653,,,1,253
512,5577,512,4194304,1,65,1932.5586,1932.5361,681.2097,1249.7893,0,0.000000,0.646702,,,1,174
512,5577,512,4194304,1,66,1678.6626,1678.6404,493.1131,1183.8271,0,0.000000,0.705220,,,1,174
512,5577,512,4194304,1,67,1717.1683,1717.1459,508.8536,1206.4584,0,0.000000,0.702586,,,1,174
512,5577,512,4194304,1,68,1710.8222,1710.7996,505.4268,1203.4375,0,0.000000,0.703426,,,1,174
512,5577,512,4194304,1,69,2366.0583,2366.0374,573.7749,1789.7819,0,0.000000,0.756440,,,1,258
512,5577,512,4194304,1,70,2359.4745,2359.4534,553.5845,1803.2419,0,0.000000,0.764256,,,1,258
512,5577,512,4194304,1,71,1863.8776,1863.8556,554.5912,1306.7687,0,0.000000,0.701102,,,1,174
512,5577,512,4194304,1,72,1877.7342,1877.7114,565.5336,1309.5225,0,0.000000,0.697395,,,1,174
512,5577,512,4194304,1,73,2450.5471,2450.5261,563.1724,1884.2048,0,0.000000,0.768892,,,1,258
512,5577,512,4194304,1,74,1937.9917,1937.9707,572.5600,1362.3837,0,0.000000,0.702987,,,1,174
512,5577,512,4194304,1,75,2485.3204,2485.2998,571.8518,1909.9634,0,0.000000,0.768498,,,1,258
512,5577,512,4194304,1,76,2477.1309,2477.1108,559.3657,1914.0671,0,0.000000,0.772695,,,1,258
512,5577,512,4194304,1,77,2562.1802,2562.1589,583.8115,1974.4766,0,0.000000,0.770624,,,1,258
512,5577,512,4194304,1,78,2587.8560,2587.8328,585.1071,1998.6277,0,0.000000,0.772310,,,1,258
512,5577,512,4194304,1,79,2653.7378,2653.7156,606.9792,2042.4691,0,0.000000,0.769657,,,1,258
512,5577,512,4194304,1,80,2701.7576,2701.7378,613.3723,2083.8052,0,0.000000,0.771278,,,1,258
512,5577,512,4194304,1,81,3010.7289,3010.7087,697.6182,2308.3462,0,0.000000,0.766707,,,1,258
512,5577,512,4194304,1,82,3005.7043,3005.6826,693.9856,2306.7141,0,0.000000,0.767445,,,1,258
512,5577,512,4194304,1,83,3014.5284,3014.5081,692.4184,2316.9153,0,0.000000,0.768583,,,1,258
512,5577,512,4194304,1,84,3028.4850,3028.4648,682.8919,2340.2207,0,0.000000,0.772736,,,1,258
512,5577,512,4194304,1,85,3044.6985,3044.6768,678.9926,2360.1597,0,0.000000,0.775170,,,1,258
512,5577,512,4194304,1,86,3067.2036,3067.1824,681.7639,2379.6467,0,0.000000,0.775836,,,1,258
512,5577,512,4194304,1,87,3082.6839,3082.6628,671.0794,2405.5903,0,0.000000,0.780356,,,1,258
512,5577,512,4194304,1,88,3094.1844,3094.1636,671.0968,2416.9163,0,0.000000,0.781116,,,1,258
512,5577,512,4194304,1,89,3161.4906,3161.4692,681.1857,2473.6301,0,0.000000,0.782425,,,1,258
512,5577,512,4194304,1,90,3165.0900,3165.0671,680.3112,2478.0884,0,0.000000,0.782944,,,1,258
512,5577,512,4194304,1,91,3139.5014,3139.4788,657.3816,2475.0176,0,0.000000,0.788347,,,1,258
512,5577,512,4194304,1,92,3153.4365,3153.4133,659.0211,2487.4426,0,0.000000,0.788804,,,1,258
512,5577,512,4194304,1,93,3200.1564,3200.1348,659.5384,2533.5217,0,0.000000,0.791687,,,1,258
512,5577,512,4194304,1,94,3152.8231,3152.8008,645.8354,2499.4070,0,0.000000,0.792752,,,1,258
512,5577,512,4194304,1,95,3180.1630,3180.1406,645.0778,2527.4502,0,0.000000,0.794755,,,1,258
512,5577,512,4194304,2,64,2049.6980,2049.6531,396.0623,1651.9999,0,0.000000,0.805972,,,1,253
512,5577,512,4194304,2,65,1616.3105,1616.2854,462.0512,1152.4423,0,0.000000,0.713008,,,1,174
512,5577,512,4194304,2,66,1613.2000,1613.1768,456.0273,1155.3649,0,0.000000,0.716194,,,1,174
512,5577,512,4194304,2,67,1730.3626,1730.3409,525.4329,1203.0793,0,0.000000,0.695276,,,1,174
512,5577,512,4194304,2,68,1701.3015,1701.2797,500.1003,1199.2069,0,0.000000,0.704876,,,1,174
512,5577,512,4194304,2,69,2316.5476,2316.5259,518.3939,1795.6257,0,0.000000,0.775130,,,1,258
512,5577,512,4194304,2,70,2446.1694,2446.1492,589.4483,1853.9662,0,0.000000,0.757906,,,1,258
512,5577,512,4194304,2,71,1898.0724,1898.0498,569.6853,1325.8457,0,0.000000,0.698522,,,1,174
512,5577,512,4194304,2,72,1890.0137,1889.9899,569.3082,1318.0220,0,0.000000,0.697361,,,1,174
512,5577,512,4194304,2,73,2409.3401,2409.3191,551.5049,1854.6350,0,0.000000,0.769769,,,1,258
512,5577,512,4194304,2,74,1960.6503,1960.6287,595.1195,1362.4436,0,0.000000,0.694894,,,1,174
512,5577,512,4194304,2,75,2502.9206,2502.8989,594.4936,1904.8723,0,0.000000,0.761060,,,1,258
512,5577,512,4194304,2,76,2499.9019,2499.8816,571.7443,1924.4235,0,0.000000,0.769800,,,1,258
512,5577,512,4194304,2,77,2531.8969,2531.8770,580.3768,1947.5980,0,0.000000,0.769225,,,1,258
512,5577,512,4194304,2,78,2382.1497,2382.1294,488.8002,1889.2030,0,0.000000,0.793066,,,1,258
512,5577,512,4194304,2,79,2535.8104,2535.7908,551.3494,1980.1068,0,0.000000,0.780858,,,1,258
512,5577,512,4194304,2,80,2806.7604,2806.7419,785.7428,2016.4465,0,0.000000,0.718425,,,1,258
512,5577,512,4194304,2,81,2621.1253,2621.0945,571.3848,2044.9669,0,0.000000,0.780187,,,1,258
512,5577,512,4194304,2,82,6876.7915,6876.7544,1181.8196,5689.8765,0,0.000000,0.827403,,,1,258
512,5577,512,4194304,2,83,7169.2782,7169.2334,1417.5488,5746.0840,0,0.000000,0.801487,,,1,258
512,5577,512,4194304,2,84,3200.7688,3200.7324,1404.9163,1790.0266,0,0.000000,0.559249,,,1,258
512,5577,512,4194304,2,85,2381.3962,2381.3633,446.6743,1928.9766,0,0.000000,0.810019,,,1,258
512,5577,512,4194304,2,86,2377.2011,2377.1670,456.3899,1914.8779,0,0.000000,0.805518,,,1,258
512,5577,512,4194304,2,87,2705.3776,2705.3447,567.8382,2131.1572,0,0.000000,0.787749,,,1,258
512,5577,512,4194304,2,88,2870.8671,2870.8350,620.2136,2244.2847,0,0.000000,0.781745,,,1,258
512,5577,512,4194304,2,89,2918.2892,2918.2566,629.0759,2282.8223,0,0.000000,0.782247,,,1,258
512,5577,512,4194304,2,90,2909.9184,2909.8882,611.7498,2291.4333,0,0.000000,0.787456,,,1,258
512,5577,512,4194304,2,91,2934.8827,2934.8508,610.6874,2316.9749,0,0.000000,0.789461,,,1,258
512,5577,512,4194304,2,92,2966.6546,2966.6211,618.9832,2339.8994,0,0.000000,0.788733,,,1,258
512,5577,512,4194304,2,93,3011.7080,3011.6753,602.9810,2401.0408,0,0.000000,0.797236,,,1,258
512,5577,512,4194304,2,94,3130.5913,3130.5593,646.4554,2476.4153,0,0.000000,0.791038,,,1,258
512,5577,512,4194304,2,95,3192.0166,3191.9736,673.5628,2510.0916,0,0.000000,0.786365,,,1,258
1024,5577,1024,8388608,0,64,2127.1722,2127.1243,385.7779,1739.5879,0,0.000000,0.817794,,,1,225
1024,5577,1024,8388608,0,65,2238.9662,2238.9355,447.4245,1788.8303,0,0.000000,0.798954,,,1,225
1024,5577,1024,8388608,0,66,1172.7008,1172.6741,513.6923,657.4492,0,0.000000,0.560628,,,1,63
1024,5577,1024,8388608,0,67,2151.2190,2151.1921,377.9015,1771.1671,0,0.000000,0.823332,,,1,232
1024,5577,1024,8388608,0,68,2522.2497,2522.2209,560.0098,1959.7024,0,0.000000,0.776966,,,1,232
1024,5577,1024,8388608,0,69,2659.5091,2659.4722,606.4375,2049.9814,0,0.000000,0.770812,,,1,232
1024,5577,1024,8388608,0,70,2490.1807,2490.1531,528.1178,1959.1077,0,0.000000,0.786733,,,1,232
1024,5577,1024,8388608,0,71,1613.6998,1613.6732,728.6971,882.8303,0,0.000000,0.547085,,,1,63
1024,5577,1024,8388608,0,72,1375.2565,1375.2305,576.3285,796.7620,0,0.000000,0.579355,,,1,63
1024,5577,1024,8388608,0,73,6810.9644,6810.9307,1161.7674,5645.9258,0,0.000000,0.828947,,,1,232
1024,5577,1024,8388608,0,74,2567.6791,2567.6470,1366.7199,1198.2079,0,0.000000,0.466650,,,1,63
1024,5577,1024,8388608,0,75,964.5925,964.5649,384.9010,577.2595,0,0.000000,0.598449,,,1,63
1024,5577,1024,8388608,0,76,983.3778,983.3516,396.0633,584.8265,0,0.000000,0.594712,,,1,63
1024,5577,1024,8388608,0,77,2288.7050,2288.6748,438.5228,1846.6803,0,0.000000,0.806867,,,1,232
1024,5577,1024,8388608,0,78,2250.6113,2250.5833,415.9950,1830.8895,0,0.000000,0.813508,,,1,232
1024,5577,1024,8388608,0,79,2559.3730,2559.3418,535.7783,2019.9045,0,0.000000,0.789219,,,1,232
1024,5577,1024,8388608,0,80,1561.2924,1561.2650,622.4498,935.7155,0,0.000000,0.599321,,,1,63
1024,5577,1024,8388608,0,81,3076.9532,3076.9238,678.3802,2394.6396,0,0.000000,0.778250,,,1,232
1024,5577,1024,8388608,0,82,3102.1582,3102.1284,675.6403,2422.3142,0,0.000000,0.780848,,,1,232
1024,5577,1024,8388608,0,83,3096.4729,3096.4436,662.6717,2429.4167,0,0.000000,0.784575,,,1,232
1024,5577,1024,8388608,0,84,3043.0700,3043.0393,627.4326,2411.0581,0,0.000000,0.792311,,,1,232
1024,5577,1024,8388608,0,85,1761.1035,1761.0756,665.1157,1092.1040,0,0.000000,0.620125,,,1,63
1024,5577,1024,8388608,0,86,3125.9902,3125.9604,663.9162,2457.3108,0,0.000000,0.786090,,,1,232
1024,5577,1024,8388608,0,87,3142.6814,3142.6506,662.3771,2475.3037,0,0.000000,0.787641,,,1,232
1024,5577,1024,8388608,0,88,3181.1771,3181.1465,658.2206,2517.7637,0,0.000000,0.791457,,,1,232
1024,5577,1024,8388608,0,89,3150.9649,3150.9348,650.3297,2495.3464,0,0.000000,0.791931,,,1,232
1024,5577,1024,8388608,0,90,3179.0186,3178.9878,654.1946,2519.3362,0,0.000000,0.792489,,,1,232
1024,5577,1024,8388608,0,91,3183.1903,3183.1602,649.1689,2528.2595,0,0.000000,0.794253,,,1,232
1024,5577,1024,8388608,0,92,3212.5482,3212.5173,642.6553,2564.0115,0,0.000000,0.798124,,,1,232
1024,5577,1024,8388608,0,93,3009.0359,3009.0046,643.4885,2359.4392,0,0.000000,0.784118,,,1,232
1024,5577,1024,8388608,0,94,2436.4620,2436.4314,412.2395,2017.8789,0,0.000000,0.828200,,,1,232
1024,5577,1024,8388608,0,95,2905.6059,2905.5757,553.7138,2345.0801,0,0.000000,0.807088,,,1,232
1024,5577,1024,8388608,1,64,2357.4191,2357.3784,512.0011,1843.8740,0,0.000000,0.782158,,,1,225
1024,5577,1024,8388608,1,65,2669.0971,2669.0676,527.7806,2139.0979,0,0.000000,0.801431,,,1,225
1024,5577,1024,8388608,1,66,1264.4049,1264.3783,545.2379,717.8145,0,0.000000,0.567709,,,1,63
1024,5577,1024,8388608,1,67,2488.0168,2487.9883,551.2011,1934.6622,0,0.000000,0.777592,,,1,232
1024,5577,1024,8388608,1,68,2491.3640,2491.3364,551.9559,1937.0887,0,0.000000,0.777521,,,1,232
1024,5577,1024,8388608,1,69,2605.1949,2605.1672,593.1358,2009.5193,0,0.000000,0.771351,,,1,232
1024,5577,1024,8388608,1,70,2654.6030,2654.5740,611.2265,2040.6433,0,0.000000,0.768719,,,1,232
1024,5577,1024,8388608,1,71,1416.9435,1416.9176,586.1580,828.6824,0,0.000000,0.584838,,,1,63
1024,5577,1024,8388608,1,72,1433.8587,1433.8334,600.4686,831.2628,0,0.000000,0.579738,,,1,63
1024,5577,1024,8388608,1,73,2655.7609,2655.7334,586.3061,2066.4233,0,0.000000,0.778091,,,1,232
1024,5577,1024,8388608,1,74,1426.0396,1426.0138,584.3915,839.2825,0,0.000000,0.588541,,,1,63
1024,5577,1024,8388608,1,75,1450.2891,1450.2634,601.5033,846.3312,0,0.000000,0.583560,,,1,63
1024,5577,1024,8388608,1,76,1452.1206,1452.0942,592.3302,857.2960,0,0.000000,0.590375,,,1,63
1024,5577,1024,8388608,1,77,2699.9890,2699.9604,593.3304,2103.2766,0,0.000000,0.778995,,,1,232
1024,5577,1024,8388608,1,78,2697.4958,2697.4673,595.0258,2098.8799,0,0.000000,0.778085,,,1,232
1024,5577,1024,8388608,1,79,2732.5609,2732.5330,591.1332,2137.6819,0,0.000000,0.782300,,,1,232
1024,5577,1024,8388608,1,80,1481.1832,1481.1564,588.7813,889.2740,0,0.000000,0.600381,,,1,63
1024,5577,1024,8388608,1,81,2747.0410,2747.0134,588.3923,2154.6511,0,0.000000,0.784353,,,1,232
1024,5577,1024,8388608,1,82,2748.2454,2748.2170,582.0358,2162.0159,0,0.000000,0.786690,,,1,232
1024,5577,1024,8388608,1,83,2792.8691,2792.8396,583.6966,2204.8127,0,0.000000,0.789444,,,1,232
1024,5577,1024,8388608,1,84,2801.3959,2801.3687,578.4906,2218.3481,0,0.000000,0.791872,,,1,232
1024,5577,1024,8388608,1,85,1539.8373,1539.8115,571.3269,964.5808,0,0.000000,0.626417,,,1,63
1024,5577,1024,8388608,1,86,2796.5317,2796.4944,574.8548,2215.8840,0,0.000000,0.792369,,,1,232
1024,5577,1024,8388608,1,87,2816.9890,2816.9565,581.3686,2229.3174,0,0.000000,0.791383,,,1,232
1024,5577,1024,8388608,1,88,2835.9552,2835.9246,571.2570,2257.7048,0,0.000000,0.796100,,,1,232
1024,5577,1024,8388608,1,89,2870.7580,2870.7275,581.1838,2282.9475,0,0.000000,0.795242,,,1,232
1024,5577,1024,8388608,1,90,2944.3192,2944.2847,574.9632,2362.8506,0,0.000000,0.802512,,,1,232
1024,5577,1024,8388608,1,91,3089.7821,3089.7510,630.6605,2452.1113,0,0.000000,0.793620,,,1,232
1024,5577,1024,8388608,1,92,3125.1333,3125.1035,617.3165,2501.3550,0,0.000000,0.800399,,,1,232
1024,5577,1024,8388608,1,93,3151.6209,3151.5901,630.0260,2514.9822,0,0.000000,0.797996,,,1,232
1024,5577,1024,8388608,1,94,3054.3138,3054.2871,600.6663,2446.9197,0,0.000000,0.801136,,,1,232
1024,5577,1024,8388608,1,95,3089.3857,3089.3555,601.4610,2481.2849,0,0.000000,0.803165,,,1,232
1024,5577,1024,8388608,2,64,2379.3411,2379.2952,535.0386,1842.6202,0,0.000000,0.774425,,,1,225
1024,5577,1024,8388608,2,65,2360.9334,2360.9031,519.8088,1839.0037,0,0.000000,0.778931,,,1,225
1024,5577,1024,8388608,2,66,1210.6961,1210.6689,527.4178,681.9831,0,0.000000,0.563298,,,1,63
1024,5577,1024,8388608,2,67,2425.8662,2425.8364,531.2454,1892.3065,0,0.000000,0.780054,,,1,232
1024,5577,1024,8388608,2,68,2468.0843,2468.0559,534.9344,1930.4937,0,0.000000,0.782183,,,1,232
1024,5577,1024,8388608,2,69,2495.9740,2495.9443,544.5607,1948.8375,0,0.000000,0.780792,,,1,232
1024,5577,1024,8388608,2,70,2501.9753,2501.9468,549.2858,1949.8225,0,0.000000,0.779313,,,1,232
1024,5577,1024,8388608,2,71,1348.3632,1348.3358,561.5515,784.4762,0,0.000000,0.581799,,,1,63
1024,5577,1024,8388608,2,72,1369.1055,1369.0795,565.8510,801.1144,0,0.000000,0.585137,,,1,63
1024,5577,1024,8388608,2,73,2582.5867,2582.5588,560.3617,2019.1528,0,0.000000,0.781834,,,1,232
1024,5577,1024,8388608,2,74,1466.8581,1466.8309,601.9359,862.4982,0,0.000000,0.587990,,,1,63
1024,5577,1024,8388608,2,75,1588.8292,1588.8005,601.2559,985.1547,0,0.000000,0.620051,,,1,63
1024,5577,1024,8388608,2,76,1425.8475,1425.8204,584.7776,838.5926,0,0.000000,0.588136,,,1,63
1024,5577,1024,8388608,2,77,2701.3178,2701.2903,593.3195,2104.6208,0,0.000000,0.779109,,,1,232
1024,5577,1024,8388608,2,78,2688.0942,2688.0659,588.2055,2096.3796,0,0.000000,0.779876,,,1,232
1024,5577,1024,8388608,2,79,2796.7585,2796.7312,612.2247,2180.8638,0,0.000000,0.779783,,,1,232
1024,5577,1024,8388608,2,80,1527.4828,1527.4561,610.9863,913.4178,0,0.000000,0.597989,,,1,63
1024,5577,1024,8388608,2,81,2818.2722,2818.2427,601.7706,2212.5442,0,0.000000,0.785071,,,1,232
1024,5577,1024,8388608,2,82,3063.6260,3063.5957,700.5100,2358.9634,0,0.000000,0.769991,,,1,232
1024,5577,1024,8388608,2,83,3064.4183,3064.3909,664.1083,2395.9995,0,0.000000,0.781877,,,1,232
1024,5577,1024,8388608,2,84,3039.6793,3039.6509,639.1901,2395.9529,0,0.000000,0.788226,,,1,232
1024,5577,1024,8388608,2,85,1711.1818,1711.1537,641.4548,1065.7825,0,0.000000,0.622834,,,1,63
1024,5577,1024,8388608,2,86,3047.0065,3046.9773,633.0734,2409.2029,0,0.000000,0.790679,,,1,232
1024,5577,1024,8388608,2,87,3060.1678,3060.1394,640.6018,2414.6335,0,0.000000,0.789053,,,1,232
1024,5577,1024,8388608,2,88,3077.8662,3077.8367,625.5320,2447.2485,0,0.000000,0.795112,,,1,232
1024,5577,1024,8388608,2,89,3071.8425,3071.8118,625.6630,2440.8533,0,0.000000,0.794589,,,1,232
1024,5577,1024,8388608,2,90,3096.8460,3096.8164,626.2447,2465.1411,0,0.000000,0.796017,,,1,232
1024,5577,1024,8388608,2,91,3094.6913,3094.6619,619.7894,2469.2029,0,0.000000,0.797883,,,1,232
1024,5577,1024,8388608,2,92,3127.5229,3127.4932,622.2486,2499.4485,0,0.000000,0.799178,,,1,232
1024,5577,1024,8388608,2,93,3140.4980,3140.4695,635.5954,2498.9167,0,0.000000,0.795707,,,1,232
1024,5577,1024,8388608,2,94,3142.3472,3142.3159,614.8220,2521.2532,0,0.000000,0.802347,,,1,232
1024,5577,1024,8388608,2,95,3157.1229,3157.0938,609.9299,2540.7498,0,0.000000,0.804767,,,1,232
2048,5577,2048,16777216,0,64,2317.4181,2317.3750,416.1757,1899.5741,0,0.000000,0.819694,,,1,251
2048,5577,2048,16777216,0,65,1205.1128,1205.0793,485.9283,717.6943,0,0.000000,0.595541,,,1,67
2048,5577,2048,16777216,0,66,1202.2720,1202.2450,391.8145,809.3077,0,0.000000,0.673149,,,1,67
2048,5577,2048,16777216,0,67,1181.3240,1181.2964,438.3813,741.7463,0,0.000000,0.627894,,,1,67
2048,5577,2048,16777216,0,68,1875.5742,1875.5472,515.1609,1358.8531,0,0.000000,0.724500,,,1,112
